"EMS_ID","MONITORING_LOCATION","COLLECTION_START","PARAMETER","RESULT_LETTER","RESULT","SAMPLE_CLASS","UPPER_DEPTH","LOWER_DEPTH"
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-12-10 11:55:00,"Nitrogen Kjel.Tot(N)",NA,0.06,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-06-24 12:15:00,"Specific Conductance",NA,94.1,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-11-03 00:00:00,"Nitrogen Total",NA,0.078,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-11-03 00:00:00,"Turbidity",NA,0.2,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-11-03 00:00:00,"Nitrogen Ammonia Dissolved","<",0.005,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-07-23 13:25:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.123,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-06-23 09:35:00,"Alkalinity Total 4.5",NA,44.3,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-06-23 09:35:00,"Nitrogen Kjel.Tot(N)",NA,0.071,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-06-02 14:25:00,"Hardness (Dissolved)",NA,43.8,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-06-02 14:25:00,"Phosphorus Ort.Dis-P","<",0.001,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-08-25 14:30:00,"Calcium Total",NA,14.7,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-08-25 14:30:00,"Nitrogen Ammonia Total",NA,0.002,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-08-25 14:30:00,"Temperature",NA,23.21,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2016-10-25 11:55:00,"Calcium Total",NA,16.6,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2016-10-25 11:40:00,"Nitrogen Total",NA,0.095,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2016-10-25 11:40:00,"Nitrogen Ammonia Dissolved","<",0.005,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2016-10-25 11:40:00,"Calcium Total",NA,16.6,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-09-22 14:35:00,"Nitrate (NO3) Dissolved","<",0.003,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-09-22 14:55:00,"Hardness (Dissolved)",NA,49.6,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-08-25 14:55:00,"Nitrogen Ammonia Dissolved","<",0.005,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2016-03-22 14:15:00,"Phosphorus Ort.Dis-P",NA,0.0022,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2016-03-22 14:00:00,"Nitrate (NO3) Dissolved",NA,0.0848,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1975-08-05 13:30:00,"Temperature",NA,3,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1976-05-12 10:00:00,"Temperature",NA,5.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1976-05-12 10:00:00,"Temperature",NA,8.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1976-08-11 10:45:00,"Temperature",NA,7.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1977-04-14 13:00:00,"Temperature",NA,4.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1977-04-14 13:00:00,"Temperature",NA,4.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1977-04-14 13:00:00,"Temperature",NA,5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1977-04-14 13:00:00,"Specific Conductance",NA,100,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1977-04-14 13:10:00,"Nitrogen Ammonia Dissolved",NA,0.01,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1977-08-24 15:10:00,"Sodium Dissolved",NA,1.7,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1977-08-24 15:10:00,"Phosphorus Total Dissolved",NA,0.003,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-04-17 13:30:00,"Temperature",NA,3.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-04-17 13:30:00,"Potassium Dissolved",NA,0.9,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-04-17 13:50:00,"Chloride Dissolved","<",0.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-04-17 13:50:00,"Chlorophyll A",NA,0.0012,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-04-17 14:10:00,"Coliform - Total","<",2,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-06-07 11:15:00,"Oxygen Dissolved",NA,11.8,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-06-07 11:15:00,"Temperature",NA,10.9,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-06-07 11:15:00,"Chloride Dissolved","<",0.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-06-07 11:30:00,"Temperature",NA,15.8,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-06-07 11:30:00,"Calcium Total",NA,13.7,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-06-07 11:30:00,"Phosphorus Total Dissolved",NA,0.005,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1978-08-17 12:15:00,"Specific Conductance",NA,95,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1979-04-25 14:40:00,"Specific Conductance",NA,101,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1979-04-25 14:40:00,"Carbon Total Inorganic",NA,11,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1979-08-20 13:00:00,"Temperature",NA,12.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1979-08-20 13:00:00,"Temperature",NA,5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1972-05-03 14:45:00,"Manganese Dissolved","<",0.01,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1973-05-09 12:00:00,"Temperature",NA,5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1973-08-20 14:30:00,"Specific Conductance",NA,83,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1974-04-08 15:45:00,"pH",NA,7.4,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1974-04-08 16:00:00,"Chloride Dissolved","<",0.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1974-08-12 13:45:00,"Residue: Total (Total Solids)",NA,60,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1974-08-12 13:45:00,"Nitrate (NO3) Dissolved","<",0.02,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1974-08-12 14:15:00,"Nitrogen Organic-Total",NA,0.03,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1974-08-12 14:15:00,"Nitrate (NO3) Dissolved",NA,0.06,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1975-05-12 13:20:00,"Temperature",NA,4,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1975-05-12 13:20:00,"Specific Conductance",NA,120,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1975-05-12 13:35:00,"Silica Reactive Diss",NA,5.7,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1990-05-30 12:20:00,"Barium Total","<",0.01,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1990-05-30 12:20:00,"Magnesium Total",NA,1.91,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1990-05-30 12:30:00,"Phosphorus Total",NA,0.005,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1993-07-13 15:05:00,"pH",NA,7.9,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1997-08-07 12:10:00,"Nitrogen Ammonia Dissolved",NA,0.005,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",1999-08-10 13:00:00,"Chloride Dissolved",NA,0.98,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2000-08-09 11:40:00,"Bromide Dissolved","<",0.05,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2000-08-09 11:40:00,"Selenium Extractable","<",0.05,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2000-08-09 11:40:00,"Silver Extractable","<",0.01,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2004-07-14 12:05:00,"Nitrogen Ammonia Dissolved","<",0.005,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2004-09-28 12:00:00,"Extinction Depth",NA,7.9,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-07-15 11:35:00,"Chloride Dissolved",NA,0.9,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-07-15 11:35:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.081,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-07-15 11:35:00,"Phosphorus Ort.Dis-P",NA,0.004,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-06-17 11:40:00,"Alkalinity Total 4.5",NA,41,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-06-17 11:40:00,"Phosphorus Total","<",0.002,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-05-14 13:30:00,"Turbidity",NA,0.3,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-09-10 11:35:00,"Chlorophyll A",NA,0.0011,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-12-03 13:20:00,"Nitrogen Total",NA,0.11,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-12-03 13:20:00,"Bromide Dissolved",NA,0.2,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-10-29 12:15:00,"Phosphorus Ort.Dis-P",NA,0.002,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-10-29 12:40:00,"Specific Conductance",NA,110,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2009-06-23 13:00:00,"Phosphorus Total Dissolved",NA,0.004,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-12-06 11:00:00,"Nitrogen Ammonia Dissolved",NA,0.016,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-12-06 11:20:00,"Alkalinity Total 4.5",NA,43,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-12-06 11:20:00,"Phosphorus Total Dissolved",NA,0.003,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2009-12-01 13:35:00,"Sulfate Dissolved",NA,6.7,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2010-11-30 14:40:00,"Nitrogen Total",NA,0.2,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2010-11-30 14:40:00,"Phosphorus Ort.Dis-P",NA,0.002,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2010-11-30 14:40:00,"Phosphorus Total",NA,0.003,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-08-13 12:20:00,"Specific Conductance",NA,90,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-08-13 12:20:00,"Nitrogen Total",NA,0.11,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2008-08-13 12:50:00,"Sulfate Dissolved",NA,7.1,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2009-07-23 12:30:00,"Sulfate Dissolved",NA,4.9,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2009-07-23 12:55:00,"Chloride Dissolved",NA,1,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2010-07-20 13:00:00,"Chloride Dissolved","<",0.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2010-07-20 13:25:00,"Phosphorus Total Dissolved",NA,0.002,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-10-24 12:30:00,"Nitrogen Organic-Total",NA,0.415,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-10-24 12:30:00,"Sulfate Dissolved",NA,6.53,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-04-28 13:25:00,"Chloride Dissolved",NA,0.9,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-05-02 11:25:00,"Nitrogen Ammonia Total",NA,0,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-09-07 13:15:00,"Bromide Dissolved","<",0.4,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-09-07 13:40:00,"Specific Conductance",NA,105,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-06-04 10:30:00,"Temperature-Field",NA,16.1,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2010-05-27 13:40:00,"Turbidity",NA,0.2,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2010-10-20 12:40:00,"Carbon Total Organic",NA,4.3,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2009-10-20 12:00:00,"Specific Conductance",NA,94,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2009-10-20 12:00:00,"Bromide Dissolved","<",0.4,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-03-22 14:00:00,"Nitrogen Ammonia Total",NA,0.01,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-07-13 11:45:00,"Specific Conductance",NA,106,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-07-13 11:45:00,"Phosphorus Total Dissolved",NA,0.003,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-10-25 13:53:00,"pH",NA,7.36,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-04-30 11:00:00,"Nitrogen NO2 + NO3",NA,0.103,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-07-18 12:20:00,"Sulfate Dissolved",NA,4.71,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-07-18 12:40:00,"Carbon Total Organic",NA,2.32,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-28 10:36:00,"Specific Conductance",NA,105,"Replicate",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-28 10:36:00,"Nitrogen Organic-Total",NA,0.059,"Replicate",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-28 10:36:00,"Carbon Dissolved Organic",NA,2.32,"Replicate",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-22 13:00:00,"Bromide Extractable","<",0.01,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-28 10:35:00,"Nitrogen Total",NA,0.161,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-05-07 13:00:00,"Turbidity",NA,0.19,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-07 10:30:00,"Alkalinity Total 4.5",NA,41,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-07 10:30:00,"Nitrogen Total",NA,0.195,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-07 10:30:00,"Phosphorus Total",NA,0.005,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-07 10:30:00,"Chlorophyll A",NA,0.00132,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-05-14 10:50:00,"Nitrogen Total",NA,0.199,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-11 10:05:00,"Alkalinity Total 4.5",NA,39.3,"Replicate",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-11 10:40:00,"Sulfate Dissolved",NA,6.72,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-11 10:40:00,"Bromide Extractable","<",0.01,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-11 10:05:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.0307,"Replicate",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-11 10:05:00,"Chlorophyll A",NA,0.00166,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-11 10:40:00,"Specific Conductance",NA,100,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-05-19 11:35:00,"Bromide Dissolved","<",0.4,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-05-19 12:00:00,"Nitrogen Kjel.Tot(N)",NA,0.13,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-07-04 10:40:00,"Nitrogen Ammonia Total",NA,0,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-06-01 10:40:00,"Nitrogen Kjel.Tot(N)",NA,0.13,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-06-01 10:40:00,"Chloride Dissolved",NA,0.9,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-06-08 11:15:00,"Specific Conductance",NA,106,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2011-06-08 11:15:00,"Nitrogen Total",NA,0.1,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-04-24 11:20:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.0806,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-04-24 11:20:00,"Bromide Extractable","<",0.01,"Replicate",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-12-11 12:20:00,"Chloride Dissolved",NA,0.78,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-12-11 12:20:00,"Phosphorus Ort.Dis-P",NA,0.0016,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-12-11 12:20:00,"Nitrogen NO2 + NO3",NA,0.071,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-04-09 10:50:00,"Carbon Total Organic",NA,2.8,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-04-09 10:50:00,"Carbon Dissolved Organic",NA,2.27,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-04-09 10:30:00,"Carbon Total Organic",NA,4.2,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-19 13:00:00,"Turbidity",NA,0.88,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-19 13:00:00,"Carbon Total Organic",NA,3.02,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-19 13:00:00,"Nitrogen Kjel.Tot(N)",NA,0.118,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-06-19 13:00:00,"Chloride Dissolved",NA,1.1,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2012-08-15 12:15:00,"Sulfate Dissolved",NA,4.96,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-06-18 10:30:00,"Nitrogen Ammonia Total",NA,0.013,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-05-14 10:00:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.0484,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-06-11 11:35:00,"Nitrogen Total",NA,0.117,"Reference",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-06-11 11:35:00,"Temperature-Field",NA,16.2,"Reference",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-05-14 10:15:00,"Nitrogen Total",NA,0.178,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-05-01 13:45:00,"Nitrogen NO2 + NO3",NA,0.074,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-03-18 13:00:00,"Magnesium Total",NA,2.03,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-03-18 13:20:00,"Phosphorus Ort.Dis-P",NA,0.0031,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-07-10 11:25:00,"Carbon Total Organic",NA,2.73,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-10-29 12:15:00,"Nitrogen Kjel.Tot(N)",NA,0.08,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2013-09-26 11:00:00,"pH",NA,7.83,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-11-04 12:35:00,"pH",NA,7.77,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-08-19 10:15:00,"Phosphorus Total",NA,0.0042,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-06-09 10:10:00,"Nitrogen Total",NA,0.211,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-06-09 09:45:00,"Turbidity",NA,1.25,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-06-09 09:45:00,"Alkalinity Total 4.5",NA,43.3,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-09-16 12:15:00,"Phosphorus Total Dissolved",NA,0.004,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-04-29 09:30:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.0812,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-05-13 13:25:00,"Nitrogen Ammonia Total",NA,0.015,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-05-13 13:25:00,"Nitrogen Total",NA,0.177,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-07-08 09:05:00,"Nitrogen NO2 + NO3",NA,0,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-07-08 09:20:00,"Chloride Dissolved",NA,1.1,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-12-10 12:15:00,"Calcium Total",NA,17.5,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2014-07-22 10:40:00,"Carbon Dissolved Organic",NA,1.12,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-12-08 12:45:00,"Silica Reactive Diss",NA,7.81,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-06-24 12:15:00,"Nitrogen Kjel.Tot(N)",NA,0.084,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-12-08 12:45:00,"pH",NA,7.75,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-12-08 12:45:00,"Specific Conductance",NA,116,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-06-24 12:35:00,"Nitrogen - Nitrite Dissolved (NO2)","<",0.001,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-11-03 00:00:00,"Phosphorus Ort.Dis-P","<",0.001,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-07-23 13:25:00,"Nitrogen Total",NA,0.176,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-07-23 13:25:00,"Silica Reactive Diss",NA,7.77,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-07-23 13:00:00,"Hardness Total (Total)",NA,41.49252,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-08-25 14:30:00,"Nitrogen Total Dissolved",NA,0.07,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-08-25 14:30:00,"Carbon Total Organic",NA,1.96,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2016-10-25 11:55:00,"Alkalinity Total 4.5",NA,50.6,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2016-10-25 11:55:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.124,"Regular",NA,NA
"0500124","SHUSWAP LK OPPOSITE MARBLE PT.",2015-09-22 14:55:00,"Alkalinity Total 4.5",NA,49.5,"Regular",NA,NA
